id,label,left_name,left_addr,left_city,left_phone,left_category,left_class,right_name,right_addr,right_city,right_phone,right_category,right_class
154,0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Asian,67,Madame Ching's,3300 Las Vegas Boulevard South,Las Vegas,+1-702-894-7111,Asian,662
155,1,Granita,23725 W. Malibu Rd.,Malibu,+1-310-456-0488,Californian,8,Granita,23725 W. Malibu Rd.,Malibu,+1-310-456-0488,Californian,8
156,1,L\` Orangerie,903 N. La Cienega Blvd.,Los Angeles,+1-310-652-9770,French,11,L\` Orangerie,903 N. La Cienega Boulevard,West Hollywood,+1-310-652-9770,French (Classic),11
157,1,Georgia Grille,"2290 Peachtree Road Northeast, Peachtree Square Shopping Center",Atlanta,+1-404-352-3517,American,81,Georgia Grille,2290 Peachtree Road,Atlanta,+1-404-352-3517,Southwestern,81
158,0,`Camille's`,1186 N. Highland Ave.,Atlanta,+1-404-872-7203,Italian,388,Uncle Bill's Pancake House,1305 Highland Avenue,Manhattan Beach,+1-310-545-5177,Diner,599
159,0,Antonio's,3700 W. Flamingo Road,Las Vegas,+1-702-252-7737,Italian,423,Fiore Rotisserie & Grille,3700 W. Flamingo Road,Las Vegas,+1-702-252-7702,Italian,660
160,0,Bistango,1100 Peachtree Street,Atlanta,+1-404-724-0901,Mediterranean,386,Ritz-Carlton Restaurant,181 Peachtree Street,Atlanta,+1-404-659-0400,French,91
161,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Coffee Shop,433,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Chinese,67
162,0,Ralph's Diner,3000 Las Vegas Boulevard South,Las Vegas,+1-702-732-6330,Coffee Shop,448,Michael's,3595 Las Vegas Boulevard South,Las Vegas,+1-702-737-7111,Continental,664
163,0,Helmand,430 Broadway,San Francisco,+1-415-362-0641,Greek and Middle Eastern,479,Carmine's,2450 Broadway Between 90th And 91st Streets,New York,+1-212-362-2200,Italian,28
164,0,Mikado,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Asian,446,Michael's,3595 Las Vegas Boulevard South,Las Vegas,+1-702-737-7111,Continental,664
165,1,Lulu,816 Folsom Street,San Francisco,+1-415-495-5775,Mediterranean,105,Lulu Restaurant-Bis-Cafe,816 Folsom Street,San Francisco,+1-415-495-5775,Mediterranean,105
166,0,The Bacchanal,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7525,Only in Las Vegas,449,Buccaneer Bay Club,3300 Las Vegas Boulevard South,Las Vegas,+1-702-894-7350,Continental,657
167,0,Lé Marais,150 W. 46th St.,New York,+1-212-869-0900,American,290,Virgil's Real BBQ,152 W. 44th St.,New York City,+1-212-921-9494,BBQ,66
168,0,,,,,,unknown,Yama,122 E. 17th St.,New York City,+1-212-475-0969,Japanese,654
169,0,Pano's and Paul's,1232 W. Paces Ferry Rd.,Atlanta,+1-404-261-3662,International,88,103 West,103 W. Paces Ferry Rd.,Atlanta,+1-404-233-5993,Continental,675
170,0,Ralph's Diner,3000 Las Vegas Boulevard South,Las Vegas,+1-702-732-6330,Coffee Shop,448,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4651,Eclectic,673
171,0,Tadich Grill,240 California Street,San Francisco,+1-415-391-2373,Seafood,519,Aqua,252 California Street,San Francisco,+1-415-956-9662,American (New),95
172,0,Sanppo,1702 Post Street,San Francisco,+1-415-346-3486,Asian,510,Postrio,545 Post Street,San Francisco,+1-415-776-7825,Californian,109
173,1,Restaurant Katsu,1972 N. Hillhurst Avenue,Los Angeles,+1-213-665-1891,Asian,10,Katsu,1972 Hillhurst Avenue,Los Feliz,+1-213-665-1891,Japanese,10
174,0,Petrossian,182 West 58th Street,New York,+1-212-245-2214,French,52,Felidia,243 E. 58th St.,New York City,+1-212-758-1479,Italian,33
175,0,Zuni Cafe & Grill,1658 Market Street,San Francisco,+1-415-552-2522,Mediterranean,532,Cafe Flore,2298 Market Street,San Francisco,+1-415-621-8579,Californian,722
176,0,La Folie,2316 Polk Street,San Francisco,+1-415-776-5577,French,104,The Swan Oyster Depot,1517 Polk Street,San Francisco,+1-415-673-1101,Seafood Restaurant,746
177,0,Bistro,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Continental,429,Michael's,3595 Las Vegas Boulevard South,Las Vegas,+1-702-737-7111,Continental,664
178,0,Virgil's,152 W. 44th St.,New York,+1-212-921-9494,American,66,Les Celebrites,155 W. 58th St.,New York City,+1-212-484-5113,French (Classic),42
179,0,Virgil's,152 W. 44th St.,New York,+1-212-921-9494,American,66,Petrossian,182 West 58th Street,New York City,+1-212-245-2214,Russian,52
180,0,Abbey,163 Ponce De Leon Avenue,Atlanta,+1-404-876-8532,International,379,Tortillas,774 Ponce De Leon Avenue Northeast,Atlanta,+1-404-892-0193,Tex-Mex,716
181,0,Ritz-Carlton Restaurant,181 Peachtree Street,Atlanta,+1-404-659-0400,French,91,`Morton's of Chicago (Atlanta) `,303 Peachtree Street NE,Atlanta,+1-404-577-4366,Steakhouses,704
182,0,Bertolini's,3570 Las Vegas Boulevard South,Las Vegas,+1-702-735-4663,Italian,427,Tre Visi,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7331,Italian,674
183,0,Mon Kee Seafood Restaurant,679 N. Spring St.,Los Angeles,+1-213-628-6717,Asian,147,Lombardi's,32 Spring Street,New York City,+1-212-941-7994,Pizza,625
184,0,LeSpinasse,2 East 55th Street,New York,+1-212-339-6719,American,43,Felidia,243 E. 58th St.,New York City,+1-212-758-1479,Italian,33
185,0,Posto,14928 Ventura Boulevard,Sherman Oaks,+1-818-784-4400,Italian,156,Art's Deli,12224 Ventura Boulevard,Studio City,+1-818-762-1221,Deli,1
186,0,Toulouse,B Peachtree Road,Atlanta,+1-404-351-9533,French,92,Ritz-Carlton Cafe ( Buckhead ),3434 Peachtree Road Northeast,Atlanta,+1-404-237-2700,American ( New ),89
187,0,Bone's,3130 Piedmont Road,Atlanta,+1-404-237-2663,American,76,Rae's,2901 Pico Boulevard,Santa Monica,+1-310-828-7937,Diner,589
188,0,The Palm,9001 Santa Monica Boulevard,Los Angeles,+1-310-550-8811,American,15,La Cachette,10506 Little Santa Monica Boulevard,Century City,+1-310-470-4992,French (New),568
189,0,Le Perigord,405 E. 52nd St.,New York,+1-212-755-6244,French,291,Four Seasons,99 E. 52nd St.,New York City,+1-212-754-9494,American (New),34
190,1,Aquavit,13 W. 54th St.,New York,+1-212-307-7311,Continental,24,Aquavit,13 W. 54th Street,New York City,+1-212-307-7311,Scandinavian,24
191,0,Bistro,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Continental,429,Coyote Cafe ( Las Vegas ),3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,Southwestern,68
192,0,Pinot Bistro,12969 Ventura Boulevard,Los Angeles,+1-818-990-0500,French,18,Nozawa's Sushi,11288 Ventura Boulevard,Studio City,+1-818-508-7017,Japanese,595
193,0,Carnival World,3700 W. Flamingo Road,Las Vegas,+1-702-252-7777,Buffet,435,Buzio's in the Rio,3700 W. Flamingo Road,Las Vegas,+1-702-252-7697,Seafood,658
194,1,Fenix,8358 Sunset Boulevard West,Hollywood,+1-213-848-6677,American,7,` fenix at the argyle ',' 8358 sunset blvd. ',` w. hollywood ',+1-213-848-6677,French (New),7
195,0,Yolie's,3900 Paradise Road,Las Vegas,+1-702-794-0700,Steak House,452,Rae's,2901 Pico Boulevard,Santa Monica,+1-310-828-7937,Diner,589
196,0,Luna Si,1931 Peachtree Road,Atlanta,+1-404-355-5993,Continental,405,Palm The (Atlanta),3391 Peachtree Road Northeast,Atlanta,+1-404-814-1955,Steakhouses,709
197,0,La Reserve,4 W. 49th St.,New York,+1-212-247-2993,French,281,Wollensky's Grill,205 E. 49th St.,New York City,+1-212-753-0444,Steakhouse,653
198,0,Le Colonial,149 E. 57th St.,New York,+1-212-752-0808,Asian,286,Shun Lee Palace,155 E. 55th St.,New York City,+1-212-371-8844,Chinese,60
199,0,Pinot Bistro,12969 Ventura Boulevard,Los Angeles,+1-818-990-0500,French,18,Bizou Cafe,14016 Ventura Boulevard,Sherman Oaks,+1-818-788-3536,French Bistro,3
200,0,Gallagher's,228 W. 52nd St.,New York,+1-212-245-5336,American,254,Edison Cafe,228 W. 47th St.,New York City,+1-212-840-5000,Diner,611
201,0,Lé Marais,150 W. 46th St.,New York,+1-212-869-0900,American,290,Les Celebrites,155 W. 58th St.,New York City,+1-212-484-5113,French (Classic),42
202,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,+1-702-794-8200,Mexican,444,Tre Visi,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7331,Italian,674
203,0,Border Grill,4th Street,Los Angeles,+1-310-451-1655,Mexican,116,Water Grill,544 S. Grand Avenue,Los Angeles,+1-213-891-0900,Seafood,600
204,0,Em Press Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7888,Asian,438,Moongate,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7352,Chinese,666
205,0,Cafe Michelle,1350 E. Flamingo Road,Las Vegas,+1-702-735-8686,American,432,Buzio's in the Rio,3700 W. Flamingo Rd.,Las Vegas,+1-702-252-7697,Seafood,658
206,0,The Bacchanal,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7525,Only in Las Vegas,449,'Em Eril's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7374,Seafood,659
207,0,Mikado,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Asian,446,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Chinese,67
208,0,Caret Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steak House,72,The ' Steakhouse,128 E. Fremont Street,Las Vegas,+1-702-382-1600,Steakhouse,671
209,1,Rose Pistola,532 Columbus Avenue,San Francisco,+1-415-399-0499,Italian,111,Rose Pistola,532 Columbus Avenue,San Francisco,+1-415-399-0499,Italian,111
210,1,La Cote Basque,60 West 55th Street Between 5th And 6th Avenue,New York,+1-212-688-6525,French,40,La Cote Basque,60 West 55th Street,New York City,+1-212-688-6525,French (Classic),40
211,0,Ernie's,2150 Broadway Between 75th And 76th Streets,New York,+1-212-496-1588,American,234,Joe's,1023 Abbott Kinney Boulevard,Venice,+1-310-399-5811,American (New),560
212,1,Le Chardonnay,8284 Melrose Avenue,Los Angeles,+1-213-655-8880,French,12,Le Chardonnay,8284 Melrose Avenue,Los Angeles,+1-213-655-8880,French Bistro,12
213,0,Kabuto Sushi,5116 Geary Boulevard,San Francisco,+1-415-752-5652,Asian,486,Khan Toke Thai House,5937 Geary Boulevard,San Francisco,+1-415-668-6654,Thai,103
214,0,Lé Perigord,405 E. 52nd St.,New York,+1-212-755-6244,French,291,March,405 E. 58th Street,New York City,+1-212-754-6272,American (New),46
215,0,'Em Press Court ',3570 Las Vegas Boulevard South ,Las Vegas ,+1-702-731-7888,Asian,438,Em eril's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7374,Seafood,659
216,0,Manhattan Ocean Club,57 W. 58th St.,New York,+1-212-371-7777,Seafood,45,Petrossian,182 W. 58th St.,New York City,+1-212-245-2214,Russian,52
217,0,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,Southwestern,68,Moongate,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7352,Chinese,666
218,0,Des Alpes,732 Broadway,San Francisco,+1-415-788-9900,French,468,Peter Lugers Steak House,178 Broadway,Brooklyn,+1-718-387-7400,Steakhouse,637
219,0,L. Lincoln Tavern,51 W. 64th St.,New York,+1-212-721-8271,American,294,Cafe des Artistes,1 West 67th Street,New York City,+1-212-877-3500,French (Classic),27
220,0,Bertolini's,3570 Las Vegas Boulevard South,Las Vegas,+1-702-735-4663,Italian,427,The Palace Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7110,French (New),70
221,0,Indigo Coastal Grill,1397 N. Highland Ave.,Atlanta,+1-404-876-0676,Caribbean,84,Uncle Bill's Pancake House,1305 Highland Avenue,Manhattan Beach,+1-310-545-5177,Diner,599
222,0,Dante's Down The Hatch Buckhead,3380 Peachtree Road Northeast,Atlanta,+1-404-266-1600,Continental,393,Ritz-Carlton Cafe (Buckhead),3434 Peachtree Road Northeast,Atlanta,+1-404-237-2700,American (New),89
223,0,Art's Delicatessen,12224 Ventura Boulevard,Studio City,+1-818-762-1221,American,1,Pinot Bistro,12969 Ventura Boulevard,Studio City,+1-818-990-0500,French Bistro,18
224,0,Cafe Adriano,3347 Fillmore Street,San Francisco,+1-415-474-4180,Italian,461,Trio Cafe,1870 Fillmore Street,San Francisco,+1-415-563-2248,American,749
225,0,TomTom,3393 Peachtree Road North,Atlanta,+1-404-264-1163,Continental,422,Georgia Grille,2290 Peachtree Road,Atlanta,+1-404-352-3517,Southwestern,81
226,0,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,Southwestern,68,Tre Visi',3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7331,Italian,674
227,0,Bone's,3130 Piedmont Road,Atlanta,+1-404-237-2663,American,76,Duke's,8909 Sunset Boulevard,W. Hollywood,+1-310-652-3100,Coffee Shop,551
228,0,Gallagher's,228 W. 52nd St.,New York,+1-212-245-5336,American,254,21 Club,21 West 52nd Street,New York City,+1-212-582-7200,American (New),23
229,0,Mikado,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Asian,446,'Em Eril's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7374,Seafood,659
230,0,The Palm,9001 Santa Monica Boulevard,Los Angeles,+1-310-550-8811,American,15,Cafe Blanc,9777 Little Santa Monica Boulevard,Beverly Hills,+1-310-888-0108,Pacific New Wave,546
231,0,Ritz-Carlton Restaurant,181 Peachtree Street,Atlanta,+1-404-659-0400,French,91,Ritz-Carlton Cafe ( Atlanta ),181 Peachtree Street,Atlanta,+1-404-659-0400,American ( New ),711
232,1,`Brasserie Le Coze`,"3393 Peachtree Road Northeast, Lenox Square Mall near Neiman Marcus",Atlanta,+1-404-266-1440,French,77,` Brasserie Le Coze ',3393 Peachtree Road,Atlanta,+1-404-266-1440,French Bistro,77
233,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,+1-702-794-8200,Mexican,444,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4651,Eclectic,673
234,0,Dawat,210 E. 58th Street,New York,+1-212-355-7555,Asian,32,Lutece,249 E. 50th St.,New York City,+1-212-752-2225,French (Classic),44
235,0,Union Square Cafe,21 East 16th Street,New York,+1-212-243-4020,American,65,Arcadia,21 East 62nd Street,New York City,+1-212-223-2900,American (New),603
236,1,Patina,5955 Melrose Avenue,Los Angeles,+1-213-467-1108,Californian,16,Patina,5955 Melrose Avenue,Los Angeles,+1-213-467-1108,Californian,16
237,0,Ritz-Carlton Restaurant,181 Peachtree Street,Atlanta,+1-404-659-0400,Continental,91,Alon's at the Terrace,659 Peachtree Street,Atlanta,+1-404-724-0444,Sandwiches,676
238,0,Art's Delicatessen,12224 Ventura Boulevard,Studio City,+1-818-762-1221,American,1,` Cafe Bizou ','14016 Ventura Boulevard ',` Sherman Oaks ',+1-818-788-3536,French Bistro,3
239,0,The Dining Room Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,+1-404-237-2700,International,90,Nava,3060 Peachtree Road Northeast,Atlanta,+1-404-240-1984,Southwestern,706
240,0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Asian,67,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4651,Eclectic,673
241,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Coffee Shop,433,Coyote Cafe ( Las Vegas ),3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,Southwestern,68
242,0,The Palace Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Continental,70,`Monte Carlo`,3145 Las Vegas Boulevard South,Las Vegas,+1-702-733-4524,French (New),665
243,0,The '21 Club,21 West 52nd Street,New York,+1-212-582-7200,American,23,Arcadia,21 E. 62nd St.,New York City,+1-212-223-2900,American (New),603
244,0,Arnie Morton's of Chicago,435 S. La Cienega Boulevard,Los Angeles,+1-310-246-1501,American,0,Morton's of Chicago (Las Vegas) ,3200 Las Vegas Boulevard South,Las Vegas,+1-702-893-0703,Steakhouse,667
245,0,Chiam,160 E. 48th St.,New York,+1-212-371-2323,Asian,218,Dawat,210 E. 58th St.,New York City,+1-212-355-7555,Indian,32
246,0,TomTom,3393 Peachtree Road,Atlanta,+1-404-264-1163,Continental,422,Ritz-Carlton Cafe (Buckhead),3434 Peachtree Road Northeast,Atlanta,+1-404-237-2700,American (New),89
247,0,Des Alpes,732 Broadway,San Francisco,+1-415-788-9900,French,468,Pho Hoa,642 Broadway,Chinatown,+1-213-626-5530,Vietnamese,585
248,0,Camille's,1186 N. Highland Avenue,Atlanta,+1-404-872-7203,Italian,388,Indigo Coastal Grill,1397 N Highland Ave.,Atlanta,+1-404-876-0676,Eclectic,84
249,0,Cafe Adriano,3347 Fillmore Street,San Francisco,+1-415-474-4180,Italian,461,Plumpjack Cafe,3127 Fillmore Street,San Francisco,+1-415-563-4755,American (New),108
250,1,Cafe Lalo,201 W. 83rd St.,New York,+1-212-496-6031,Coffee Bar,26,Cafe Lalo,201 W. 83rd St.,New York City,+1-212-496-6031,Coffeehouse,26
251,0,The Bacchanal,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7525,Restaurant,449,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4651,Eclectic,673
252,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,+1-702-794-8200,Mexican,444,The Palace Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7110,French (New),70
253,0,Shun Lee West,43 W. 65th St.,New York,+1-212-371-8844,Asian,60,John's Pizzeria,48 West 65th Street,New York City,+1-212-721-7001,Pizza,618
254,0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Asian,67,Buccaneer Bay Club,3300 Las Vegas Boulevard South,Las Vegas,+1-702-894-7350,Continental,657
255,0,Felidia,243 E. 58th St.,New York,+1-212-758-1479,Italian,33,Lutece,249 E. 50th St.,New York City,+1-212-752-2225,French (Classic),44
256,0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Asian,67,Morton's of Chicago ( Las Vegas ),3200 Las Vegas Boulevard South,Las Vegas,+1-702-893-0703,Steakhouse,667
257,0,Art's Delicatessen,12224 Ventura Boulevard,Studio City,+1-818-762-1221,American,1,Mulberry St.,17040 Ventura Boulevard,Encino,+1-818-906-8881,Pizza,580
258,0,Sea Grill,19 W. 49th St.,New York,+1-212-332-7610,Seafood,345,Mesa Grill,102 Fifth Avenue,New York City,+1-212-807-7400,Southwestern,47
259,0,Smith & Wollensky,201 East 49th Street,New York,+1-212-753-1530,American,62,Sparks Steak House,210 E. 46th St.,New York City,+1-212-687-4855,Steakhouse,641
260,0,Rex IL Ristorante,617 S. Olive St.,Los Angeles,+1-213-627-2300,Italian,19,`Bernard's`,515 S. Olive St.,Los Angeles,+1-213-612-1580,Continental,539
261,0,Bertolini's,3570 Las Vegas Boulevard South,Las Vegas,+1-702-735-4663,Italian,427,The Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steakhouses,72
262,0,Cafe Pierre,2 E. 61st St.,New York,+1-212-940-8185,French,203,Cafe Flore,2298 Market Street,San Francisco,+1-415-621-8579,Californian,722
263,0,L'E Jardin,25 Cleveland Place Near Spring Street,New York,+1-212-343-9599,French,288,Le Bernardin,155 W. 51st St.,New York City,+1-212-489-1515,Seafood,41
264,0,Gianni's,15 Fulton Street,New York,+1-212-608-7300,Seafood,255,Patsy's Pizza,19 Old Fulton Street,Brooklyn,+1-718-858-4300,Pizza,636
265,0,Vong,200 E. 54th St.,New York,+1-212-486-9592,American,373,,,,,,unknown
266,0,Planet Hollywood,140 W. 57th St.,New York,+1-212-333-7827,American,328,Les Celebrites,155 W. 58th St.,New York City,+1-212-484-5113,French (Classic),42
267,0,Le Chardonnay,8284 Melrose Avenue,Los Angeles,+1-213-655-8880,French,12,Patina,5955 Melrose Avenue,Los Angeles,+1-213-467-1108,Californian,16
268,0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Asian,67,The Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steakhouse,72
269,0,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Road Northeast,Atlanta,+1-404-237-2700,International,90,Georgias Grille,2290 Peachtree Road Northeast,Atlanta,+1-404-352-3517,Southwestern,81
270,1,21 Club,21 West 52nd Street,New York,+1-212-582-7200,American,23,21 Club,21 West 52nd Street,New York City,+1-212-582-7200,American (New),23
271,0,Bally's Big Kitchen,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4111,Buffet,424,T� re Visi ',' 3799 Las Vegas Boulevard South ',Las Vegas,+1-702-891-7331,Italian,674
272,0,Hard Rock Cafe,8600 Beverly Boulevard,Los Angeles,+1-310-276-7605,American,137,` Jan \ 's Family Restaurant`,8424 Beverly Boulevard,Los Angeles,+1-213-651-2866,Coffee Shop,557
273,0,California Pizza Kitchen,207 S. Beverly Dr.,Los Angeles,+1-310-275-1101,Californian,121,Ruth's Chris Steak House (Los Angeles),224 S. Beverly Dr.,Beverly Hills,+1-310-859-8744,Steakhouses,593
274,1,Matsuhisa,129 N. La Cienega Boulevard,Beverly Hills,+1-310-659-9639,Asian,14,Matsuhisa,129 N La Cienega Boulevard,Beverly Hills,+1-310-659-9639,Seafood,14
275,1,Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steak House,72,The Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steakhouse,72
276,0,Cafe Ritz-Carlton Buckhead,3434 Peachtree Road NE,Atlanta,+1-404-237-2700,International,89,Georgia Grille,2290 Peachtree Road,Atlanta,+1-404-352-3517,Southwestern,81
277,0,California Culinary Academy,625 Polk Street,San Francisco,+1-415-771-3500,French,463,La Folie,2316 Polk Street,San Francisco,+1-415-776-5577,French (New),104
278,0,C` Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steak Houses,72,Tre Visi,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7331,Italian,674
279,0,Osteria al Droge,142 W. 44th St.,New York,+1-212-944-3643,Italian,317,Petrossian,182 W. 58th St.,New York City,+1-212-245-2214,Russian,52
280,1,Pano's and Paul's,1232 W Paces Ferry Rd,Atlanta,+1-404-261-3662,International,88,Pano's & Paul's ,1232 W. Paces Ferry Rd.,Atlanta,+1-404-261-3662,American (New),88
281,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,+1-702-794-8200,Mexican,444,Buccaneer Bay Club,3300 Las Vegas Boulevard South,Las Vegas,+1-702-894-7350,Continental,657
282,0,Feast,2411 W. Sahara Avenue,Las Vegas,+1-702-367-2411,Buffet,439,Mayflower Cuisinier,4750 W. Sahara Avenue,Las Vegas,+1-702-870-8432,Chinese,663
283,0,Le Chantilly,106 E. 57th St.,New York,+1-212-751-2931,French,285,Shun Lee Palace,155 E. 55th St.,New York City,+1-212-371-8844,Chinese,60
284,0,Palisades,1829 Peachtree Road,Atlanta,+1-404-350-6755,Continental,410,Palm The (Atlanta),3391 Peachtree Road Northeast,Atlanta,+1-404-814-1955,Steakhouses,709
285,0,Orso,322 West 46th Street,New York,+1-212-489-7212,Italian,316,Virgil's Real BBQ,152 W. 44th St.,New York City,+1-212-921-9494,BBQ,66
286,0,Plumpjack Cafe,3201 Fillmore Street,San Francisco,+1-415-563-4755,Mediterranean,108,Trio Cafe,1870 Fillmore Street,San Francisco,+1-415-563-2248,American,749
287,0,Lespinasse,2 East 55th Street,New York,+1-212-339-6719,American,43,La Cote Basque,60 W. 55th Street,New York City,+1-212-688-6525,French (Classic),40
288,0,R.J.'s Uptown Kitchen & Wine Bar,870 N. Highland Ave.,Atlanta,+1-404-875-7775,American,413,Uncle Bill's Pancake House,1305 Highland Avenue,Manhattan Beach,+1-310-545-5177,Diner,599
289,0,Helmand,430 Broadway,San Francisco,+1-415-362-0641,Greek and Middle Eastern,479,Peter Lugers Steak House,178 Broadway,Brooklyn,+1-718-387-7400,Steakhouse,637
290,0,Orleans,11705 National Boulevard,Los Angeles,+1-310-479-4187,Cajun,152,Indo Cafe,10428 1/2 National Boulevard,Los Angeles,+1-310-815-1290,Indonesian,556
291,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,+1-702-794-8200,Mexican,444,Em 'Eril's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7374,Seafood,659
292,0,Palio,151 W. 51st Street,New York,+1-212-245-4850,Italian,320,` le bernardin ',155 West 51st Street,New York City,+1-212-489-1515,Seafood,41
293,0,The Bacchanal,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7525,Only in Las Vegas,449,Coyote Cafe ( Las Vegas ),3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,Southwestern,68
294,0,2223,2223 Market Street,San Francisco,+1-415-431-0692,American,453,Cafe Flore,2298 Market Street,San Francisco,+1-415-621-8579,Californian,722
295,0,Betelnut,2030 Union Street,San Francisco,+1-415-929-8855,Asian,456,Doidge's,2217 Union Street,San Francisco,+1-415-921-2149,American,726
296,0,Manora,3226 Mission Street,San Francisco,+1-415-861-6224,Asian,494,Shiro,1505 Mission Street South,Pasadena,+1-818-799-4774,Pacific New Wave,594
297,0,San Pietro,18 E. 54th St.,New York,+1-212-753-9015,Italian,342,Oceana,'55 E. 54th Street',New York City,+1-212-759-5941,Seafood,50
298,0,Posto,14928 Ventura Boulevard,Sherman Oaks,+1-818-784-4400,Italian,156,Pinot Bistro,12969 Ventura Boulevard,Studio City,+1-818-990-0500,French Bistro,18
299,1,Ph. Philippe's The Original,1001 N Alameda St.,Los Angeles,+1-213-628-3781,American,17,Philippe The Original,1001 North Alameda Street,Chinatown,+1-213-628-3781,Cafeteria,17
300,0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Asian,67,Moongate,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7352,Chinese,666
301,0,Masa's,648 Bush Street,San Francisco,+1-415-989-7154,French,106,Teresa's,80 Montague Street,Queens,+1-718-520-2910,Polish,647
302,0,Circus Circus,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Buffet,437,The 'Steak House',2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steakhouses,72
303,0,Hedgerose Heights Inn,490 E. Paces Ferry Rd.,Atlanta,+1-404-233-7673,International,82,Chops,70 West Paces Ferry Road,Atlanta,+1-404-262-2675,Steakhouse,687
304,0,Mavalli Palace,46 E. 29th St.,New York,+1-212-679-5535,Asian,306,Gramercy Tavern,42 E. 20th St.,New York City,+1-212-477-0777,American (New),36
305,0,Morton's,8764 Melrose Avenue,Los Angeles,+1-310-276-5205,American,148,Citrus,6703 Melrose Avenue,Los Angeles,+1-213-857-0034,Californian,6
306,0,PEN & PENCIL,205 E. 45th St.,New York,+1-212-682-8660,American,325,Wollensky's Grill,205 E. 49th St.,New York City,+1-212-753-0444,Steakhouse,653
