id,label,left_name,left_address,left_city,left_phone,left_category,left_class,right_name,right_address,right_city,right_phone,right_category,right_class
172,0,sanppo,1702 Post Street,San Francisco,415-346-3486,asian,510,postrio,545 Post Street,San Francisco,415-776-7825,californian,109
173,1,Restaurant Katsu,1972 North Hillhurst Avenue,Los Angeles,213-665-1891,asian,10,Katsu,1972 Hillhurst Avenue,Los Feliz,213-665-1891,japanese,10
174,0,petrossian,182 West 58th Street,New York City,212-245-2214,french,52,felidia,243 East 58th Street,New York City,212-758-1479,italian,33
175,0,Zuni Cafe & Grill,1658 Market Street,San Francisco,415-552-2522,mediterranean,532,Cafe Flore,2298 Market Street,San Francisco,415-621-8579,californian,722
176,0,la folie,2316 Polk Street,San Francisco,415-776-5577,french,104,swan oyster depot,1517 Polk Street,San Francisco,415-673-1101,seafood,746
177,0,Bistro,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,continental,429,Michael's (Las Vegas),3595 Las Vegas Boulevard South,Las Vegas,702-737-7111,continental,664
178,0,Virgil's,152 W 44th St,New York,212-921-9494,american,66,Les Celebrites,155 W 58th St,New York City,212-484-5113,french (classic),42
179,0,Virgil's,152 W 44th St,New York,212-921-9494,american,66,Petrossian,182 W 58th St,New York City,212-245-2214,russian,52
180,0,abbey,163 Ponce de Leon Avenue,Atlanta,404-876-8532,international,379,tortillas,774 Ponce de Leon Avenue NE,Atlanta,404-892-0193,tex-mex,716
181,0,Restaurant Ritz-Carlton,181 Peachtree Street,Atlanta,404-659-0400,continental,91,Morton's of Chicago,303 Peachtree Street NE,Atlanta,404-577-4366,steakhouses,704
182,0,Bertolini's,3570 Las Vegas Boulevard South,Las Vegas,702-735-4663,italian,427,Tre Visi,3799 Las Vegas Boulevard South,Las Vegas,702-891-7331,italian,674
183,0,Mon Kee Seafood Restaurant,679 North Spring Street,Los Angeles,213-628-6717,asian,147,Lombardi's,32 Spring Street,New York City,212-941-7994,pizza,625
184,0,lespinasse,2 E 55th St,New York,212-339-6719,american,43,felidia,243 E 58th St,New York City,212-758-1479,italian,33
185,0,posto,14928 Ventura Boulevard,Sherman Oaks,818-784-4400,italian,156,Art's Deli,12224 Ventura Boulevard,Studio City,818-762-1221,delis,1
186,0,toulouse,1405 B Peachtree Rd,Atlanta,404-351-9533,french,92,Ritz-Carlton Cafe (Buckhead),3434 Peachtree Rd NE,Atlanta,404-237-2700,american (new),89
187,0,Bone's,3130 Piedmont Road,Atlanta,404-237-2663,american,76,Rae's,2901 Pico Blvd.,Santa Monica,310-828-7937,diners,589
188,0,The Palm,9001 Santa Monica Boulevard,Los Angeles,310-550-8811,american,15,La Cachette,10506 Little Santa Monica Boulevard,Century City,310-470-4992,french (new),568
189,0,Le Perigord,405 E 52nd St,New York,212-755-6244,french,291,Four Seasons,99 E 52nd St,New York City,212-754-9494,american (new),34
190,1,aquavit,13 W 54th St,New York,212-307-7311,continental,24,aquavit,13 W 54th St,New York City,212-307-7311,scandinavian,24
191,0,Bistro,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,continental,429,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,702-891-7349,southwestern,68
192,0,Pinot Bistro,12969 Ventura Boulevard,Los Angeles,818-990-0500,french,18,Sushi Nozawa,11288 Ventura Boulevard,Studio City,818-508-7017,japanese,595
193,0,Carnival World,3700 West Flamingo Road,Las Vegas,702-252-7777,buffets,435,Buzio's in the Rio,3700 West Flamingo Road,Las Vegas,702-252-7697,seafood,658
194,1,fenix,8358 Sunset Boulevard West,Hollywood,213-848-6677,american,7,fenix at the argyle,8358 Sunset Boulevard,West Hollywood,213-848-6677,french (new),7
195,0,Yolie's,3900 Paradise Road,Las Vegas,702-794-0700,steak houses,452,Rae's,2901 Pico Boulevard,Santa Monica,310-828-7937,diners,589
196,0,Luna Si,1931 Peachtree Rd,Atlanta,404-355-5993,continental,405,Palm The ( Atlanta ),3391 Peachtree Rd NE,Atlanta,404-814-1955,steakhouses,709
197,0,la reserve,4 W 49th St,New York,212-247-2993,french,281,Wollensky's Grill,205 E 49th St,New York City,212-753-0444,steakhouses,653
198,0,Le Colonial,149 E 57th St,New York,212-752-0808,asian,286,Shun Lee Palace,155 E 55th St,New York City,212-371-8844,chinese,60
199,0,Pinot Bistro,12969 Ventura Boulevard,Los Angeles,818-990-0500,french,18,Cafe Bizou,14016 Ventura Boulevard,Sherman Oaks,818-788-3536,french bistro,3
200,0,Gallagher's,228 W 52nd St,New York,212-245-5336,american,254,Edison Cafe,228 W 47th St,New York City,212-840-5000,diners,611
201,0,Le Marais,150 W 46th St,New York,212-869-0900,american,290,Les Celebrites,155 W 58th St,New York City,212-484-5113,french (classic),42
202,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,702-794-8200,mexican,444,Tre Visi,3799 Las Vegas Boulevard South,Las Vegas,702-891-7331,italian,674
203,0,Border Grill,4th St,Los Angeles,310-451-1655,mexican,116,Water Grill,544 S Grand Ave,Los Angeles,213-891-0900,seafood,600
204,0,em press court,3570 Las Vegas Boulevard South,Las Vegas,702-731-7888,asian,438,moongate,3400 Las Vegas Boulevard South,Las Vegas,702-791-7352,chinese,666
205,0,Cafe Michelle,1350 East Flamingo Road,Las Vegas,702-735-8686,american,432,Buzio's in the Rio,3700 West Flamingo Road,Las Vegas,702-252-7697,seafood,658
206,0,the bacchanal,3570 Las Vegas Boulevard South,Las Vegas,702-731-7525,only in las vegas,449,em eril's new orleans fish house,3799 Las Vegas Boulevard South,Las Vegas,702-891-7374,seafood,659
207,0,mikado,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,asian,446,Chin's,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,chinese,67
208,0,steak house,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steak houses,72,steakhouse the,128 East Fremont Street,Las Vegas,702-382-1600,steakhouses,671
209,1,Rose Pistola,532 Columbus Avenue,San Francisco,415-399-0499,italian,111,Rose Pistola,532 Columbus Avenue,San Francisco,415-399-0499,italian,111
210,1,La Cote Basque,60 West 55th Street Between 5th and 6th Avenue,New York,212-688-6525,french,40,La Cote Basque,60 West 55th Street,New York City,212-688-6525,french (classic),40
211,0,Ernie's,2150 Broadway between 75th and 76th Sts.,New York,212-496-1588,american,234,Joe's,1023 Abbot Kinney Blvd.,Venice,310-399-5811,american (new),560
212,1,Le Chardonnay,8284 Melrose Avenue,Los Angeles,213-655-8880,french,12,Le Chardonnay,8284 Melrose Avenue,Los Angeles,213-655-8880,french bistro,12
213,0,Kabuto Sushi,5116 Geary Boulevard,San Francisco,415-752-5652,asian,486,Khan Toke Thai House,5937 Geary Boulevard,San Francisco,415-668-6654,thai,103
214,0,Le Perigord,405 East 52nd Street,New York,212-755-6244,french,291,March,405 East 58th Street,New York City,212-754-6272,american (new),46
215,0,em press court,3570 Las Vegas Boulevard South,Las Vegas,702-731-7888,asian,438,em eril's new orleans fish house,3799 Las Vegas Boulevard South,Las Vegas,702-891-7374,seafood,659
216,0,Manhattan Ocean Club,57 W 58th St,New York,212-371-7777,seafood,45,Petrossian,182 W 58th St,New York City,212-245-2214,russian,52
217,0,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,702-891-7349,southwestern,68,Moongate,3400 Las Vegas Boulevard South,Las Vegas,702-791-7352,chinese,666
218,0,Des Alpes,732 Broadway,San Francisco,415-788-9900,french,468,Peter Luger Steak House,178 Broadway,Brooklyn,718-387-7400,steakhouses,637
219,0,Lincoln Tavern,51 W 64th St,New York,212-721-8271,american,294,Cafe des Artistes,1 W 67th St,New York City,212-877-3500,french (classic),27
220,0,Bertolini's,3570 Las Vegas Boulevard South,Las Vegas,702-735-4663,italian,427,Palace Court,3570 Las Vegas Boulevard South,Las Vegas,702-731-7110,french (new),70
221,0,Indigo Coastal Grill,1397 N Highland Avenue,Atlanta,404-876-0676,caribbean,84,Uncle Bill's Pancake House,1305 Highland Avenue,Manhattan Beach,310-545-5177,diners,599
222,0,Dante's Down the Hatch,3380 Peachtree Rd,Atlanta,404-266-1600,continental,393,Ritz-Carlton Cafe,3434 Peachtree Rd NE,Atlanta,404-237-2700,american (new),89
223,0,Art's Delicatessen,12224 Ventura Blvd.,Studio City,818-762-1221,american,1,Pinot Bistro,12969 Ventura Blvd.,Studio City,818-990-0500,french bistro,18
224,0,Cafe Adriano,3347 Fillmore Street,San Francisco,415-474-4180,italian,461,Trio Cafe,1870 Fillmore Street,San Francisco,415-563-2248,american,749
225,0,tomtom,3393 Peachtree Road,Atlanta,404-264-1163,continental,422,Georgia Grille,2290 Peachtree Road,Atlanta,404-352-3517,southwestern,81
226,0,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,702-891-7349,southwestern,68,Tre Visi,3799 Las Vegas Boulevard South,Las Vegas,702-891-7331,italian,674
227,0,Bone's,3130 Piedmont Road,Atlanta,404-237-2663,american,76,Duke's,8909 Sunset Boulevard,West Hollywood,310-652-3100,coffee shops,551
228,0,Gallagher's,228 W 52nd St,New York,212-245-5336,american,254,21 Club,21 W 52nd St,New York City,212-582-7200,american (new),23
229,0,mikado,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,asian,446,Em Eril's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,702-891-7374,seafood,659
230,0,The Palm,9001 Santa Monica Boulevard,Los Angeles,310-550-8811,american,15,Cafe Blanc,9777 Little Santa Monica Boulevard,Beverly Hills,310-888-0108,pacific new wave,546
231,0,Restaurant Ritz-Carlton,181 Peachtree St.,Atlanta,404-659-0400,continental,91,Ritz-Carlton Cafe,181 Peachtree St.,Atlanta,404-659-0400,american (new),711
232,1,brasserie le coze,3393 Peachtree Rd.,Atlanta,404-266-1440,french,77,brasserie le coze,3393 Peachtree Rd.,Atlanta,404-266-1440,french bistro,77
233,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,702-794-8200,mexican,444,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,702-739-4651,eclectic,673
234,0,dawat,210 E 58th St,New York,212-355-7555,asian,32,lutece,249 E 50th St,New York City,212-752-2225,french (classic),44
235,0,Union Square Cafe,21 E 16th St,New York,212-243-4020,american,65,Arcadia,21 E 62nd St,New York City,212-223-2900,american (new),603
236,1,patina,5955 Melrose Avenue,Los Angeles,213-467-1108,californian,16,patina,5955 Melrose Avenue,Los Angeles,213-467-1108,californian,16
237,0,Restaurant Ritz-Carlton Atlanta,181 Peachtree Street,Atlanta,404-659-0400,continental,91,Alon's at the Terrace,659 Peachtree Street,Atlanta,404-724-0444,sandwiches,676
238,0,Art's Delicatessen,12224 Ventura Blvd,Studio City,818-762-1221,american,1,Cafe Bizou,14016 Ventura Blvd,Sherman Oaks,818-788-3536,french bistro,3
239,0,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,404-237-2700,international,90,Nava,3060 Peachtree Road,Atlanta,404-240-1984,southwestern,706
240,0, chin's ,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,asian,67, Sterling Brunch ,3645 Las Vegas Boulevard South,Las Vegas,702-739-4651,eclectic,673
241,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,702-731-7547,coffee shops/diners,433,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,702-891-7349,southwestern,68
242,0,Palace Court,3570 Las Vegas Boulevard South,Las Vegas,702-731-7547,continental,70,Monte Carlo,3145 Las Vegas Boulevard South,Las Vegas,702-733-4524,french (new),665
243,0,21 club,21 West 52nd Street,New York,212-582-7200,american,23,arcadia,21 East 62nd Street,New York City,212-223-2900,american (new),603
244,0,Arnie Morton's of Chicago,435 South La Cienega Boulevard,Los Angeles,310-246-1501,american,0,Morton's of Chicago,3200 Las Vegas Boulevard South,Las Vegas,702-893-0703,steakhouses,667
245,0,chiam,160 E 48th St,New York,212-371-2323,asian,218,dawat,210 E 58th St,New York City,212-355-7555,indian,32
246,0,tomtom,3393 Peachtree Road,Atlanta,404-264-1163,continental,422,Ritz-Carlton Cafe (Buckhead),3434 Peachtree Road NE,Atlanta,404-237-2700,american (new),89
247,0,Des Alpes,732 Broadway,San Francisco,415-788-9900,french,468,Pho Hoa,642 Broadway,Chinatown,213-626-5530,vietnamese,585
248,0,Camille's,1186 N Highland Avenue,Atlanta,404-872-7203,italian,388,Indigo Coastal Grill,1397 N Highland Avenue,Atlanta,404-876-0676,eclectic,84
249,0,Cafe Adriano,3347 Fillmore Street,San Francisco,415-474-4180,italian,461,Plumpjack Cafe,3127 Fillmore Street,San Francisco,415-563-4755,american (new),108
250,1,Cafe Lalo,201 W 83rd St,New York,212-496-6031,coffee bar,26,Cafe Lalo,201 W 83rd St,New York City,212-496-6031,coffeehouses,26
251,0,the bacchanal,3570 Las Vegas Boulevard South,Las Vegas,702-731-7525,only in las vegas,449,sterling brunch,3645 Las Vegas Boulevard South,Las Vegas,702-739-4651,eclectic,673
252,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,702-794-8200,mexican,444,Palace Court,3570 Las Vegas Boulevard South,Las Vegas,702-731-7110,french (new),70
253,0,Shun Lee West,43 W 65th St,New York,212-371-8844,asian,60,John's Pizzeria,48 W 65th St,New York City,212-721-7001,pizza,618
254,0,chin's,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,asian,67,Buccaneer Bay Club,3300 Las Vegas Boulevard South,Las Vegas,702-894-7350,continental,657
255,0,felidia,243 E 58th St,New York,212-758-1479,italian,33,lutece,249 E 50th St,New York City,212-752-2225,french (classic),44
256,0, chin's ,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,asian,67,Morton's of Chicago (Las Vegas),3200 Las Vegas Boulevard South,Las Vegas,702-893-0703,steakhouses,667
257,0,Art's Delicatessen,12224 Ventura Blvd.,Studio City,818-762-1221,american,1,Mulberry St.,17040 Ventura Blvd.,Encino,818-906-8881,pizza,580
258,0,Sea Grill,19 W 49th St,New York,212-332-7610,seafood,345,Mesa Grill,102 Fifth Ave,New York City,212-807-7400,southwestern,47
259,0,Smith & Wollensky,201 East 49th Street,New York,212-753-1530,american,62,Sparks Steak House,210 East 46th Street,New York City,212-687-4855,steakhouses,641
260,0,rex il ristorante,617 S Olive St,Los Angeles,213-627-2300,italian,19,bernard's,515 S Olive St,Los Angeles,213-612-1580,continental,539
261,0,bertolini's,3570 Las Vegas Boulevard South,Las Vegas,702-735-4663,italian,427,steak house the,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steakhouses,72
262,0,Cafe Pierre,2 East 61st St,New York,212-940-8185,french,203,Cafe Flore,2298 Market St,San Francisco,415-621-8579,californian,722
263,0,Le Jardin,25 Cleveland Place near Spring Street,New York,212-343-9599,french,288,Le Bernardin,155 W 51st St,New York City,212-489-1515,seafood,41
264,0,Gianni's,15 Fulton Street,New York,212-608-7300,seafood,255,Patsy's Pizza,19 Old Fulton Street,Brooklyn,718-858-4300,pizza,636
265,0,vong,200 E 54th St,New York,212-486-9592,american,373,jo jo,160 E 64th St,New York City,212-223-5656,french bistro,38
266,0,Planet Hollywood,140 West 57th Street,New York,212-333-7827,american,328,Les Celebrites,155 West 58th Street,New York City,212-484-5113,french (classic),42
267,0,Le Chardonnay,8284 Melrose Avenue,Los Angeles,213-655-8880,french,12,patina,5955 Melrose Avenue,Los Angeles,213-467-1108,californian,16
268,0,chin's,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,asian,67,Steak House The,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steakhouses,72
269,0,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,404-237-2700,international,90,Georgia Grille,2290 Peachtree Road,Atlanta,404-352-3517,southwestern,81
270,1,21 club,21 W 52nd St,New York,212-582-7200,american,23,21 club,21 W 52nd St,New York City,212-582-7200,american (new),23
271,0,Bally's Big Kitchen,3645 Las Vegas Boulevard South,Las Vegas,702-739-4111,buffets,424,Tre Visi,3799 Las Vegas Boulevard South,Las Vegas,702-891-7331,italian,674
272,0,Hard Rock Cafe,8600 Beverly Boulevard,Los Angeles,310-276-7605,american,137,Jan's Family Restaurant,8424 Beverly Boulevard,Los Angeles,213-651-2866,coffee shops,557
273,0,California Pizza Kitchen,207 S Beverly Dr,Los Angeles,310-275-1101,californian,121,Ruth's Chris Steak House,224 S Beverly Dr,Beverly Hills,310-859-8744,steakhouses,593
274,1,matsuhisa,129 North La Cienega Boulevard,Beverly Hills,310-659-9639,asian,14,matsuhisa,129 North La Cienega Boulevard,Beverly Hills,310-659-9639,seafood,14
275,1,steak house,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steak houses,72,steak house the,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steakhouses,72
276,0,Cafe Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,404-237-2700,ext 6108 international,89,Georgia Grille,2290 Peachtree Road,Atlanta,404-352-3517,southwestern,81
277,0,California Culinary Academy,625 Polk Street,San Francisco,415-771-3500,french,463,La Folie,2316 Polk Street,San Francisco,415-776-5577,french (new),104
278,0,steak house,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steak houses,72,tre visi,3799 Las Vegas Boulevard South,Las Vegas,702-891-7331,italian,674
279,0,osteria al droge,142 W 44th St,New York,212-944-3643,italian,317,petrossian,182 W 58th St,New York City,212-245-2214,russian,52
280,1,Pano's and Paul's,1232 W Paces Ferry Road,Atlanta,404-261-3662,international,88,Pano's & Paul's,1232 W Paces Ferry Road,Atlanta,404-261-3662,american (new),88
281,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,702-794-8200,mexican,444,Buccaneer Bay Club,3300 Las Vegas Boulevard South,Las Vegas,702-894-7350,continental,657
282,0,feast,2411 West Sahara Avenue,Las Vegas,702-367-2411,buffets,439,Mayflower Cuisinier,4750 West Sahara Avenue,Las Vegas,702-870-8432,chinese,663
283,0,Le Chantilly,106 East 57th Street,New York,212-751-2931,french,285,Shun Lee Palace,155 East 55th Street,New York City,212-371-8844,chinese,60
284,0,Palisades,1829 Peachtree Road NE,Atlanta,404-350-6755,continental,410,Palm Atlanta,3391 Peachtree Road NE,Atlanta,404-814-1955,steakhouses,709
285,0,orso,322 W 46th St,New York,212-489-7212,italian,316,Virgil's Real BBQ,152 W 44th St,New York City,212-921-9494,bbq,66
286,0,Plumpjack Cafe,3201 Fillmore Street,San Francisco,415-563-4755,mediterranean,108,Trio Cafe,1870 Fillmore Street,San Francisco,415-563-2248,american,749
287,0,lespinasse,2 E 55th St,New York,212-339-6719,american,43,La Cote Basque,60 W 55th St,New York City,212-688-6525,french (classic),40
288,0,RJ's Uptown Kitchen & Wine Bar,870 North Highland Avenue,Atlanta,404-875-7775,american,413,Uncle Bill's Pancake House,1305 Highland Avenue,Manhattan Beach,310-545-5177,diners,599
289,0,helmand,430 Broadway,San Francisco,415-362-0641,greek and middle eastern,479,peter luger steak house,178 Broadway,Brooklyn,718-387-7400,steakhouses,637
290,0,orleans,11705 National Boulevard,Los Angeles,310-479-4187,cajun,152,indo cafe,10428 1/2 National Boulevard,Los Angeles,310-815-1290,indonesian,556
291,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,702-794-8200,mexican,444,Em's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,702-891-7374,seafood,659
292,0,palio,151 W 51st St,New York,212-245-4850,italian,320,Le Bernardin,155 W 51st St,New York City,212-489-1515,seafood,41
293,0,the bacchanal,3570 Las Vegas Boulevard South,Las Vegas,702-731-7525,only in las vegas,449,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,702-891-7349,southwestern,68
294,0,2223,2223 Market Street,San Francisco,415-431-0692,american,453,Cafe Flore,2298 Market Street,San Francisco,415-621-8579,californian,722
295,0,betelnut,2030 Union Street,San Francisco,415-929-8855,asian,456,Doodge's,2217 Union Street,San Francisco,415-921-2149,american,726
296,0,manora,3226 Mission Street,San Francisco,415-861-6224,asian,494,shiro,1505 Mission Street South,Pasadena,818-799-4774,pacific new wave,594
297,0,San Pietro,18 E 54th St,New York,212-753-9015,italian,342,Oceana,55 E 54th St,New York City,212-759-5941,seafood,50
298,0,posto,14928 Ventura Boulevard,Sherman Oaks,818-784-4400,italian,156,Pinot Bistro,12969 Ventura Boulevard,Studio City,818-990-0500,french bistro,18
299,1,Philippe's the Original,1001 N Alameda St,Los Angeles,213-628-3781,american,17,Philippe the Original,1001 N Alameda St,Chinatown,213-628-3781,cafeterias,17
300,0,chin's ,3200 Las Vegas Blvd S,Las Vegas,702-733-8899,asian,67,moongate,3400 Las Vegas Blvd S,Las Vegas,702-791-7352,chinese,666
301,0,Masa's,648 Bush Street,San Francisco,415-989-7154,french,106,Teresa's,80 Montague Street,Queens,718-520-2910,polish,647
302,0,Circus Circus,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,buffets,437,Steak House The,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steakhouses,72
303,0,Hedgerose Heights Inn,490 East Paces Ferry Road,Atlanta,404-233-7673,international,82,Chops,70 West Paces Ferry Road,Atlanta,404-262-2675,steakhouses,687
304,0,Mavalli Palace,46 E 29th St,New York,212-679-5535,asian,306,Gramercy Tavern,42 E 20th St,New York City,212-477-0777,american (new),36
305,0,Morton's,8764 Melrose Avenue,Los Angeles,310-276-5205,american,148,Citrus,6703 Melrose Avenue,Los Angeles,213-857-0034,californian,6
306,0,Pen & Pencil,205 E 45th St,New York,212-682-8660,american,325,Wollensky's Grill,205 E 49th St,New York City,212-753-0444,steakhouses,653
307,0,orso,322 W 46th Street,New York,212-489-7212,italian,316,Sparks Steak House,210 E 46th Street,New York City,212-687-4855,steakhouses,641
308,0,Monkey Bar,60 E 54th St,New York,212-838-2600,american,308,Oceana,55 E 54th St,New York City,212-759-5941,seafood,50
309,0,Four Seasons Grill Room,99 E 52nd St,New York,212-754-9494,american,34,La Grenouille,3 E 52nd St,New York City,212-752-1495,french (classic),623
310,0,ralph's diner,3000 Las Vegas Boulevard South,Las Vegas,702-732-6330,coffee shops/diners,448,moongate,3400 Las Vegas Boulevard South,Las Vegas,702-791-7352,chinese,666
311,0,Cafe Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,404-237-2700,ext 6108 international,89,Nava,3060 Peachtree Road,Atlanta,404-240-1984,southwestern,706
312,0,La Caravelle,33 West 55th Street,New York,212-586-4252,french,39,Menchanko-tei,39 West 55th Street,New York City,212-247-1585,japanese,627
313,0,Jewel of India,15 W 44th St,New York,212-869-5544,asian,273,Island Spice,402 W 44th St,New York City,212-765-1737,caribbean,37
314,0,Bertolini's,3570 Las Vegas Boulevard South,Las Vegas,702-735-4663,italian,427,Madame Ching's,3300 Las Vegas Boulevard South,Las Vegas,702-894-7111,asian,662
315,0,manora,3226 Mission Street,San Francisco,415-861-6224,asian,494,La Taqueria,2889 Mission Street,San Francisco,415-285-7117,mexican,736
316,1,Cafe Bizou,14016 Ventura Boulevard,Sherman Oaks,818-788-3536,french,3,Cafe Bizou,14016 Ventura Boulevard,Sherman Oaks,818-788-3536,french bistro,3
317,1,Palace Court,3570 Las Vegas Blvd S,Las Vegas,702-731-7547,continental,70,Palace Court,3570 Las Vegas Blvd S,Las Vegas,702-731-7110,french (new),70
318,0,California Culinary Academy,625 Polk Street,San Francisco,415-771-3500,french,463,Mario's Bohemian Cigar Store Cafe,2209 Polk Street,San Francisco,415-776-8226,italian,737
319,0,vong,200 E 54th St,New York,212-486-9592,american,373,lutece,249 E 50th St,New York City,212-752-2225,french (classic),44
320,0,bolo,23 East 22nd Street,New York,212-228-2200,mediterranean,191,arcadia,21 East 62nd Street,New York City,212-223-2900,american (new),603
321,0,Cafe Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,404-237-2700,international,89,Brasserie Le Coze,3393 Peachtree Road,Atlanta,404-266-1440,french bistro,77
322,0,Tavola Calda,7371 Melrose Avenue,Los Angeles,213-658-6340,italian,165,Johnny Rockets,7507 Melrose Avenue,Los Angeles,213-651-3361,american,564
323,0,fleur de jour,348 E 62nd St,New York,212-355-2020,coffee bar,245,arcadia,21 E 62nd St,New York City,212-223-2900,american (new),603
324,0,lespinasse,2 E 55th St,New York,212-339-6719,american,43,Shun Lee Palace,155 E 55th St,New York City,212-371-8844,chinese,60
325,1,dawat,210 East 58th Street,New York,212-355-7555,asian,32,dawat,210 East 58th Street,New York City,212-355-7555,indian,32
326,0,Bamboo Garden,4850 Flamingo Road,Las Vegas,702-871-3262,asian,425,Buzio's in the Rio,3700 West Flamingo Road,Las Vegas,702-252-7697,seafood,658
327,0,Boulevard,1 Mission Street,San Francisco,415-543-6084,american,96,Shiro,1505 Mission Street South,Pasadena,818-799-4774,pacific new wave,594
328,1,march,405 E 58th St,New York,212-754-6272,american,46,march,405 E 58th St,New York City,212-754-6272,american (new),46
329,0,Bally's Big Kitchen,3645 Las Vegas Boulevard South,Las Vegas,702-739-4111,buffets,424,Chin's,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,chinese,67
330,0,em press court,3570 Las Vegas Boulevard South,Las Vegas,702-731-7888,asian,438,Monte Carlo,3145 Las Vegas Boulevard South,Las Vegas,702-733-4524,french (new),665
331,1,cafe ritz-carlton,3434 Peachtree Rd,Atlanta,404-237-2700,ext 6108 international,89,ritz-carlton cafe,3434 Peachtree Rd NE,Atlanta,404-237-2700,american (new),89
332,0,la caravelle,33 W 55th St,New York,212-586-4252,french,39,aquavit,13 W 54th St,New York City,212-307-7311,scandinavian,24
333,1,felidia,243 East 58th Street,New York,212-758-1479,italian,33,felidia,243 East 58th Street,New York City,212-758-1479,italian,33
334,0,em pire korea,6 E 32nd St,New York,212-725-1333,asian,233,la grenouille,3 E 52nd St,New York City,212-752-1495,french (classic),623
335,0,Helmand,430 Broadway,San Francisco,415-362-0641,greek and middle eastern,479,Pho Hoa,642 Broadway,Chinatown,213-626-5530,vietnamese,585
336,0,Palisades,1829 Peachtree Road,Atlanta,404-350-6755,continental,410,Ritz-Carlton Cafe,181 Peachtree Street,Atlanta,404-659-0400,american (new),711
337,1,montrachet,239 W Broadway,New York,212-219-2777,french,49,montrachet,239 W Broadway,New York City,212-219-2777,french bistro,49
338,0,oritalia,1915 Fillmore Street,San Francisco,415-346-1333,italian,501,Plumpjack Cafe,3127 Fillmore Street,San Francisco,415-563-4755,american (new),108
339,0,palace court,3570 Las Vegas Boulevard South,Las Vegas,702-731-7547,continental,70,em eril's new orleans fish house,3799 Las Vegas Boulevard South,Las Vegas,702-891-7374,seafood,659
340,0,Cafe Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,404-237-2700,ext 6108 international,89,Brookhaven Cafe,4274 Peachtree Road,Atlanta,404-231-5907,vegetarian,682
341,0,Bally's Big Kitchen,3645 Las Vegas Boulevard South,Las Vegas,702-739-4111,buffets,424,Moongate,3400 Las Vegas Boulevard South,Las Vegas,702-791-7352,chinese,666
342,0,Planet Hollywood,140 W 57th St,New York,212-333-7827,american,328,Petrossian,182 W 58th St,New York City,212-245-2214,russian,52
343,0,Tommy Tang's,7313 Melrose Avenue,Los Angeles,213-937-5733,asian,167,Mo Better Meatty Meat,7261 Melrose Avenue,Los Angeles,213-935-5280,hamburgers,579
344,1,Le Montrachet,3000 West Paradise Road,Las Vegas,702-732-5111,continental,69,Le Montrachet Bistro,3000 Paradise Road,Las Vegas,702-732-5651,french bistro,69
345,0,Yolie's,3900 Paradise Road,Las Vegas,702-794-0700,steak houses,452,Joe's,1023 Abbot Kinney Boulevard,Venice,310-399-5811,american (new),560
346,0,Annie's Thai Castle,3195 Roswell Road,Atlanta,404-264-9546,asian,381,Cafe Sunflower,5975 Roswell Road,Atlanta,404-256-1675,health food,683
