id,label,left_name,left_addr,left_city,left_phone,left_category,left_class,right_name,right_addr,right_city,right_phone,right_category,right_class
152,0,Toulouse,'B Peachtree Rd.',Atlanta,+1-404-351-9533,French,92.0,Abruzzi,2355 Peachtree Rd. NE,Atlanta,+1-404-261-8186,Italian,74
153,0,Yolie's,3900 Paradise Rd.,Las Vegas,+1-702-794-0700,Steak House,452.0,Le Montrachet Bistro,3000 Paradise Rd.,Las Vegas,+1-702-732-5651,French Bistro,69
154,0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Asian,67.0,Madame Ching's,3300 Las Vegas Boulevard South,Las Vegas,+1-702-894-7111,Asian,662
155,1,Granita,23725 W. Malibu Rd.,Malibu,+1-310-456-0488,Californian,8.0,Granita,23725 W. Malibu Rd.,Malibu,+1-310-456-0488,californian,8
156,1,L Orangerie,903 N La Cienega Blvd,Los Angeles,+1-310-652-9770,French,11.0,L Orangerie,903 N La Cienega Blvd,W Hollywood,+1-310-652-9770,French (Classic),11
157,1,Georgia Grille,2290 Peachtree Rd. Peachtree Square Shopping Center,Atlanta,+1-404-352-3517,American,81.0,Georgia Grille,2290 Peachtree Rd.,Atlanta,+1-404-352-3517,Southwestern,81
158,0,Camille's,1186 N. Highland Ave.,Atlanta,+1-404-872-7203,Italian,388.0,Uncle Bill's Pancake House,1305 Highland Ave.,Manhattan Beach,+1-310-545-5177,Diner,599
159,0,antonio's,3700 W. Flamingo,Las Vegas,+1-702-252-7737,Italian,423.0,Fiore Rotisserie & Grille,3700 W. Flamingo Rd.,Las Vegas,+1-702-252-7702,italian,660
160,0,Bistango,1100 Peachtree St.,Atlanta,+1-404-724-0901,Mediterranean,386.0,Ritz-Carlton Restaurant,181 Peachtree St.,Atlanta,+1-404-659-0400,French (Classic),91
161,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Coffee Shop,433.0,Chin's,3200 Las Vegas Blvd. S.,Las Vegas,+1-702-733-8899,Chinese,67
162,0,Ralph's Diner,3000 Las Vegas Boulevard South,Las Vegas,+1-702-732-6330,Coffee Shop,448.0,Michael's (Las Vegas),3595 Las Vegas Boulevard South,Las Vegas,+1-702-737-7111,Continental,664
163,0,Helmand,430 Broadway ,San Francisco ,+14153620641,Greek and Middle Eastern,479.0,Carmine's,2450 Broadway,New York City,+1-212-362-2200,Italian,28
164,0,Mikado,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Asian,446.0,Michael's Las Vegas,3595 Las Vegas Boulevard South,Las Vegas,+1-702-737-7111,Continental,664
165,1,Lulu,816 Folsom St.,San Francisco,+1-415-495-5775,Mediterranean,105.0,Lulu Restaurant-Bis-Cafe,816 Folsom St.,San Francisco,+1-415-495-5775,Mediterranean,105
166,0,The Bacchanal',3570 Las Vegas Blvd. S,Las Vegas,+1-702-731-7525,Only in Las Vegas,449.0,Buccaneer Bay Club,3300 Las Vegas Boulevard South,Las Vegas,+1-702-894-7350,Continental,657
167,0,Le Marais,150 W. 46th St.,New York,+1-212-869-0900,American,290.0,Virgil's Real BBQ,152 W. 44th St.,New York City,+1-212-921-9494,bbq,66
168,0,Le Chantilly,106 E. 57th St.,New York,+1-212-751-2931,French,285.0,Yama,122 E. 17th St.,New York City,+1-212-475-0969,Japanese,654
169,0,Pano's and Paul's,1232 W. Paces Ferry Rd.,Atlanta,+1-404-261-3662,International,88.0,103 West,103 W. Paces Ferry Rd.,Atlanta,+1-404-233-5993,continental,675
170,0,Ralph's Diner,3000 Las Vegas Boulevard South,Las Vegas,+1-702-732-6330,Coffee Shop,448.0,Sterling Brunch,3645 Las Vegas Blvd. S.,Las Vegas,+1-702-739-4651,eclectic,673
171,0,Tadich Grill,240 California St.,San Francisco,+14153912373,seafood,519.0,Aqua,252 California St.,San Francisco,+14159569662,American (New),95
172,0,Sanppo,1702 Post Street,San Francisco,+1-415-346-3486,Asian,510.0,Postrio,545 Post St.,San Francisco,+14157767825,Californian,109
173,1,Restaurant Katsu,1972 N. Hillhurst Ave.,Los Angeles,+1-213-665-1891,Asian,10.0,katsu,1972 Hillhurst Ave.,Los Feliz,+1-213-665-1891,Japanese,10
174,0,Petrossian,182 W. 58th St.,New York,+1-212-245-2214,French,52.0,Felidia,243 E. 58th St.,New York City,+1-212-758-1479,Italian,33
175,0,Zuni Cafe & Grill,1658 Market St.,San Francisco,+1-415-552-2522,Mediterranean,532.0,Cafe Flore,2298 Market St.,San Francisco,+1-415-621-8579,californian,722
176,0,La Folie,2316 Polk St.,San Francisco,+14157765577,French,104.0,Swan Oyster Depot,1517 Polk St.,San Francisco,+1-415-673-1101,Seafood,746
177,0,Bistro,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Continental,429.0,Michael's,3595 Las Vegas Boulevard South,Las Vegas,+1-702-737-7111,continental,664
178,0,Virgil's,152 W. 44th St.,New York,+1-212-921-9494,american,66.0,Les Celebrites,155 W. 58th St.,New York City,+1-212-484-5113,French (Classic),42
179,0,Virgil's,152 W. 44th St.,New York,+1-212-921-9494,American,66.0,Petrossian,182 W. 58th St.,New York City,+1-212-245-2214,Russian,52
180,0,Abbey,163 Ponce De Leon Ave.,Atlanta,+1-404-876-8532,International,379.0,Tortillas,774 Ponce De Leon Ave NE,Atlanta,+1-404-892-0193,tex-mex,716
181,0,Ritz-Carlton Atlanta,181 Peachtree St.,Atlanta,+1-404-659-0400,continental,91.0,Morton's of Chicago (Atlanta),303 Peachtree St. NE,Atlanta,+1-404-577-4366,Steakhouses,704
182,0,Bertolini's,3570 Las Vegas Blvd. S,Las Vegas,+1-702-735-4663,italian,427.0,Tre Visi,3799 Las Vegas Blvd. S.,Las Vegas,+1-702-891-7331,Italian,674
183,0,Mon Kee Seafood Restaurant,679 N. Spring St.,Los Angeles,+1-213-628-6717,Asian,147.0,Lombardi's,32 Spring St.,New York,+1-212-941-7994,Pizza,625
184,0,Lespinasse,2 E. 55th St.,New York,+1-212-339-6719,American,43.0,Felidia,243 E. 58th St.,New York City,+1-212-758-1479,Italian,33
185,0,Posto,14928 Ventura Boulevard,Sherman Oaks,+1-818-784-4400,Italian,156.0,Art's Deli,12224 Ventura Boulevard,Studio City,+1-818-762-1221,delis,1
186,0,Toulouse,'B Peachtree Rd',Atlanta,+1-404-351-9533,French,92.0,Ritz-Carlton Cafe (Buckhead),3434 Peachtree Rd. NE,Atlanta,+1-404-237-2700,American (New),89
187,0,Bone's,3130 Piedmont Road,Atlanta,+1-404-237-2663,American,76.0,Rae's,2901 Pico Boulevard,Santa Monica,+1-310-828-7937,Diners,589
188,0,The Palm,9001 Santa Monica Boulevard,Los Angeles,+1-310-550-8811,american,15.0,La Cachette,10506 Little Santa Monica Blvd.,Century City,+1-310-470-4992,French (New),568
189,0,Le Perigord,405 E. 52nd St.,New York,+1-212-755-6244,French,291.0,Four Seasons,99 E. 52nd St.,New York,+1-212-754-9494,American,34
190,1,Aquavit,13 W. 54th St.,New York,+1-212-307-7311,Continental,24.0,Aquavit,13 W. 54th St.,New York City,+1-212-307-7311,scandinavian,24
191,0,Bistro,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Continental,429.0,Coyote Cafe ( Las Vegas ),3799 Las Vegas Blvd. S.,Las Vegas,+1-702-891-7349,Southwestern,68
192,0,Pinot Bistro,12969 Ventura Boulevard,Los Angeles,+1-818-990-0500,French,18.0,Sushi Nozawa,11288 Ventura Boulevard,Studio City,+1-818-508-7017,Japanese,595
193,0,Carnival World,3700 W. Flamingo Rd.,Las Vegas,+1-702-252-7777,buffet,435.0,Buzio's In The Rio,3700 W. Flamingo Rd.,Las Vegas,+1-702-252-7697,Seafood,658
194,1,Fenix,8358 Sunset Boulevard West,Hollywood,+1-213-848-6677,American,7.0,Fenix at The Argyle,8358 Sunset Boulevard,W. Hollywood,+1-213-848-6677,French (New),7
195,0,Yolie's,3900 Paradise Rd.,Las Vegas,+1-702-794-0700,Steak House,452.0,Rae's,2901 Pico Boulevard,Santa Monica,+1-310-828-7937,Diner,589
196,0,Luna Si,1931 Peachtree Rd.,Atlanta,+1-404-355-5993,Continental,405.0,Palm the (Atlanta),3391 Peachtree Rd. NE,Atlanta,+1-404-814-1955,Steakhouses,709
197,0,La Reserve,4 W. 49th St.,New York,+1-212-247-2993,French,281.0,Wollensky's Grill,205 E. 49th St.,New York City,+1-212-753-0444,steakhouse,653
198,0,Le Colonial,149 E. 57th St.,New York,+1-212-752-0808,asian,286.0,Shun Lee Palace,155 E. Boulevard,New York City,+1-212-371-8844,chinese,60
199,0,Pinot Bistro,12969 Ventura Boulevard,Los Angeles,+1-818-990-0500,french,18.0,Cafe Bizou,14016 Ventura Boulevard,Sherman Oaks,+1-818-788-3536,French Bistro,3
200,0,Gallagher's,228 W. Boulevard,New York,+1-212-245-5336,american,254.0,Edison Cafe,228 W. Boulevard,New York,+1-212-840-5000,Diner,611
201,0,Le Marais,150 W. 46th St.,New York,+1-212-869-0900,American,290.0,Les Celebrites,155 W. Boulevard,New York City,+1-212-484-5113,French (Classic),42
202,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,+1-702-794-8200,Mexican,444.0,Tre Visi,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7331,Italian,674
203,0,Border Grill,4th St.,Los Angeles,+1-310-451-1655,mexican,116.0,Water Grill,544 S. Grand Ave.,Los Angeles,+1-213-891-0900,Seafood,600
204,0,Em Press Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7888,Asian,438.0,Moongate,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7352,Chinese,666
205,0,Cafe Michelle,1350 E. Flamingo Rd.,Las Vegas,+1-702-735-8686,american,432.0,Buzio's In The Rio,3700 W. Flamingo Rd.,Las Vegas,+1-702-252-7697,seafood,658
206,0,The Bacchanal,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7525,Only in Las Vegas,449.0,Em Eric's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7374,seafood,659
207,0,Mikado,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,asian,446.0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+17027338899,Chinese,67
208,0,Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steak Houses,72.0,The Steakhouse,128 E. Fremont St.,Las Vegas,+1-702-382-1600,steakhouse,671
209,1,Rose Pistola,532 Columbus Ave.,San Francisco,+1-415-399-0499,Italian,111.0,Rose Pistola,532 Columbus Avenue,San Francisco,+14153990499,Italian,111
210,1,La Cote Basque,60 W. 55th St. Between 5th and 6th Ave.,New York,+1-212-688-6525,french,40.0,La Cote Basque,60 W. 55th St.,New York City,+1-212-688-6525,French (Classic),40
211,0,Ernie's,2150 Broadway between 75th and 76th Sts.,New York,+1-212-496-1588,American,234.0,Joe's,1023 Abbott Kinney Blvd.,Venice,+1-310-399-5811,American,560
212,1,Le Chardonnay,8284 Melrose Ave.,Los Angeles,+1-213-655-8880,French,12.0,Le Chardonnay Los Angeles,8284 Melrose Ave.,Los Angeles,+1-213-655-8880,French Bistro,12
213,0,Kabuto Sushi,5116 Geary Boulevard,San Francisco,+1-415-752-5652,Asian,486.0,Khan Toke Thai House,5937 Geary Boulevard,San Francisco,+1-415-668-6654,Thai,103
214,0,Le Perigord,405 E. 52nd St.,New York,+1-212-755-6244,French,291.0,March,405 E. 58th St.,New York City,+1-212-754-6272,American (New),46
215,0,Em Press Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7888,Asian,438.0,Em Eril's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7374,Seafood,659
216,0,Manhattan Ocean Club,57 W. 58th St.,New York,+1-212-371-7777,seafood,45.0,Petrossian,182 W. 58th St.,New York City,+1-212-245-2214,Russian,52
217,0,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,Southwestern,68.0,Moongate,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7352,Chinese,666
218,0,Des Alpes,732 Broadway,San Francisco,+1-415-788-9900,french,468.0,Peter Luger Steak House,178 Broadway,Brooklyn,+1-718-387-7400,Steakhouses,637
219,0,Lincoln Tavern,51 W. 64th St.,New York,+1-212-721-8271,American,294.0,Cafe Des Artistes,1 W. 67th St.,New York,+12128773500,French (Classic),27
220,0,Bertolini's,3570 Las Vegas Boulevard South,Las Vegas,+1-702-735-4663,Italian,427.0,Palace Court,3570 Las Vegas Boulevard South,Las Vegas,+17027317110,French (New),70
221,0,Indigo Coastal Grill,1397 N. Highland Ave.,Atlanta,+1-404-876-0676,Caribbean,84.0,Uncle Bill's Pancake House,1305 Highland Ave.,Manhattan Beach,+1-310-545-5177,Diners,599
222,0,Dante's Down The Hatch Buckhead,3380 Peachtree Rd.,Atlanta,+1-404-266-1600,Continental,393.0,Ritz-Carlton Cafe (Buckhead),3434 Peachtree Rd. NE,Atlanta,+1-404-237-2700,American (New),89
223,0,Art's Delicatessen,12224 Ventura Boulevard,Studio City,+1-818-762-1221,American,1.0,Pinot Bistro,12969 Ventura Boulevard,Studio City,+1-818-990-0500,French Bistro,18
224,0,Cafe Adriano,3347 Fillmore St.,San Francisco,+14154744180,italian,461.0,Trio Cafe,1870 Fillmore Street,San Francisco,+1-415-563-2248,American,749
225,0,TomTom,3393 Peachtree Rd.,Atlanta,+1-404-264-1163,continental,422.0,Georgia Grille,2290 Peachtree Rd.,Atlanta,+1-404-352-3517,Southwestern,81
226,0,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,southwestern,68.0,Tre Visi,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7331,Italian,674
227,0,Bone's,3130 Piedmont Road,Atlanta,+1-404-237-2663,American,76.0,Duke's,8909 Sunset Boulevard,W. Hollywood,+1-310-652-3100,Coffee Shop,551
228,0,Gallagher's,228 W. Boulevard,New York,+1-212-245-5336,American,254.0,21 Club,21 W. 52nd St.,New York City,+1-212-582-7200,American,23
229,0,Mikado,3400 Las Vegas Boulevard South ,Las Vegas,+1-702-791-7111,asian,446.0,Em Eril's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7374,seafood,659
230,0,The Palm,9001 Santa Monica Boulevard,Los Angeles,+1-310-550-8811,American,15.0,Cafe Blanc,9777 Little Santa Monica Boulevard,Beverly Hills,+1-310-888-0108,Pacific New Wave,546
231,0,Ritz-Carlton Atlanta,181 Peachtree St.,Atlanta,+1-404-659-0400,Continental,91.0,Ritz-Carlton Cafe,181 Peachtree St.,Atlanta,+1-404-659-0400,American (New),711
232,1,Brasserie Le Coze,3393 Peachtree Rd. Lenox Square Mall near Neiman Marcus,Atlanta,+1-404-266-1440,French,77.0,Brasserie Le Coze,3393 Peachtree Rd.,Atlanta,+1-404-266-1440,French Bistro,77
233,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,+1-702-794-8200,Mexican,444.0,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4651,eclectic,673
234,0,Dawat,210 E. 58th St.,New York,+1-212-355-7555,asian,32.0,Lutece,249 E. Boulevard,New York City,+1-212-752-2225,French (Classic),44
235,0,Union Square Cafe,21 E. 16th St.,New York,+1-212-243-4020,American,65.0,Arcadia,21 E. 62nd St.,New York City,+1-212-223-2900,American (new),603
236,1,Patina,5955 Melrose Avenue,Los Angeles,+1-213-467-1108,californian,16.0,Patina,5955 Melrose Ave.,Los Angeles,+1-213-467-1108,Californian,16
237,0,Restaurant Ritz-Carlton Atlanta,181 Peachtree St.,Atlanta,+1-404-659-0400,continental,91.0,Alon's at the Terrace,659 Peachtree St.,Atlanta,+1-404-724-0444,sandwiches,676
238,0,Art's Delicatessen,12224 Ventura Boulevard,Studio City,+1-818-762-1221,American,1.0,Cafe Bizou,14016 Ventura Boulevard,Sherman Oaks,+1-818-788-3536,French Bistro,3
239,0,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Rd.,Atlanta,+1-404-237-2700,International,90.0,Nava,3060 Peachtree Rd.,Atlanta,+1-404-240-1984,Southwestern,706
240,0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Asian,67.0,Sterling Brunch,3645 Las Vegas Blvd. S.,Las Vegas,+1-702-739-4651,eclectic,673
241,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Coffee Shop,433.0,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,Southwestern,68
242,0,Palace Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Continental,70.0,Monte Carlo,3145 Las Vegas Boulevard South,Las Vegas,+1-702-733-4524,French,665
243,0,21 Club,21 W. 52nd St.,New York,+1-212-582-7200,American,23.0,Arcadia,21 E. 62nd St.,New York,+1-212-223-2900,American (new),603
244,0,Arnies of Chicago,435 S La Cienega Blvd,Los Angeles,+1-310-246-1501,American,0.0,Morton's of Chicago (Las Vegas),3200 Las Vegas Boulevard South,Las Vegas,+1-702-893-0703,Steakhouses,667
245,0,Chiam,160 E. 48th St.,New York,+1-212-371-2323,Asian,218.0,Dawat,210 E. 58th St.,New York City,+1-212-355-7555,Indian,32
246,0,TomTom,3393 Peachtree Rd.,Atlanta,+1-404-264-1163,Continental,422.0,Ritz-Carlton Cafe,3434 Peachtree Rd. NE,Atlanta,+1-404-237-2700,American (New),89
247,0,Des Alpes,732 Broadway,San Francisco,+1-415-788-9900,french,468.0,Pho Hoa,642 Broadway,Chinatown,+1-213-626-5530,Vietnamese,585
248,0,Camille's,1186 N. Highland Ave.,Atlanta,+1-404-872-7203,Italian,388.0,Indigo Coastal Grill,1397 N. Highland Ave.,Atlanta,+1-404-876-0676,Eclectic,84
249,0,Cafe Adriano,3347 Fillmore St.,San Francisco,+1-415-474-4180,Italian,461.0,Plumpjack Cafe,3127 Fillmore Street,San Francisco,+14155634755,American (New),108
250,1,Cafe Lalo,201 W. 83rd St.,New York,+1-212-496-6031,Coffee Bar,26.0,Cafe Lalo,201 West 83rd Street,New York City,+1-212-496-6031,Coffeehouse,26
251,0,The Bacchanal,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7525,Only in Las Vegas,449.0,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4651,eclectic,673
252,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,+1-702-794-8200,Mexican,444.0,Palace Court,3570 Las Vegas Boulevard South,Las Vegas,+17027317110,French,70
253,0,Shun Lee West,43 W. 65th St.,New York,+1-212-371-8844,Asian,60.0,John's Pizzeria,48 W. 65th St.,New York,+1-212-721-7001,Pizza,618
254,0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Asian,67.0,Buccaneer Bay Club,3300 Las Vegas Boulevard South,Las Vegas,+1-702-894-7350,Continental,657
255,0,Felidia,243 E. 58th St.,New York,+1-212-758-1479,Italian,33.0,Lutece,249 E. Boulevard,New York City,+1-212-752-2225,French (Classic),44
256,0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,asian,67.0,Morton's of Chicago (Las Vegas),3200 Las Vegas Boulevard South,Las Vegas,+1-702-893-0703,Steakhouses,667
257,0,Art's Delicatessen,12224 Ventura Boulevard,Studio City,+1-818-762-1221,american,1.0,Mulberry St.,17040 Ventura Blvd.,Encino,+1-818-906-8881,Pizza,580
258,0,Sea Grill,19 W. 49th St.,New York,+1-212-332-7610,seafood,345.0,Mesa Grill,102 Fifth Ave.,New York,+1-212-807-7400,Southwestern,47
259,0,Smith & Wollensky,201 E. 49th St.,New York,+1-212-753-1530,american,62.0,Sparks Steak House,210 E. 46th St.,New York,+1-212-687-4855,Steakhouses,641
260,0,Rex Il Ristorante,617 S. Olive St.,Los Angeles,+1-213-627-2300,Italian,19.0,Bernard's,515 S. Olive St.,Los Angeles,+1-213-612-1580,continental,539
261,0,Bertolini's,3570 Las Vegas Boulevard South,Las Vegas,+1-702-735-4663,italian,427.0,The Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,steakhouse,72
262,0,Cafe Pierre,2 E. 61st St.,New York,+1-212-940-8185,french,203.0,Cafe Flore,2298 Market St.,San Francisco,+1-415-621-8579,californian,722
263,0,Le Jardin,25 Cleveland Pl. Near Spring St.,New York,+1-212-343-9599,French,288.0,Le Bernardin,155 W. Boulevard,New York City,+1-212-489-1515,Seafood,41
264,0,Gianni's,15 Fulton St.,New York,+1-212-608-7300,seafood,255.0,Patsy's Pizza,19 Old Fulton St.,Brooklyn,+1-718-858-4300,pizza,636
265,0,Vong,200 E. 54th St.,New York,+1-212-486-9592,American,373.0,Jo Jo,160 E. 64th St.,New York City,+1-212-223-5656,French Bistro,38
266,0,Planet Hollywood,140 W. 57th St.,New York,+1-212-333-7827,American,328.0,Les Celebrites,155 W. 58th St.,New York City,+1-212-484-5113,French (Classic),42
267,0,Le Chardonnay,8284 Melrose Avenue,Los Angeles,+1-213-655-8880,French,12.0,Patina,5955 Melrose Avenue,Los Angeles,+1-213-467-1108,Californian,16
268,0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Asian,67.0,Steak House The,2880 Las Vegas Blvd S,Las Vegas,+1-702-734-0410,Steakhouses,72
269,0,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Rd.,Atlanta,+1-404-237-2700,International,90.0,Georgia Grille,2290 Peachtree Rd.,Atlanta,+1-404-352-3517,Southwestern,81
270,1,21 Club,21 W. 52nd St.,New York,+1-212-582-7200,American,23.0,21 Club,21 W. 52nd St.,New York,+1-212-582-7200,American (New),23
271,0,Bally's Big Kitchen,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4111,buffets,424.0,Tre Visi,3799 Las Vegas Blvd S,Las Vegas,+1-702-891-7331,Italian,674
272,0,Hard Rock Cafe,8600 Beverly Boulevard,Los Angeles,+1-310-276-7605,American,137.0,Jan's Family Restaurant,8424 Beverly Boulevard,La,+1-213-651-2866,Coffee Shop,557
273,0,California Pizza Kitchen,207 S. Beverly Dr.,Los Angeles,+1-310-275-1101,Californian,121.0,Ruth's Chris Steak House,224 S. Beverly Dr.,Beverly Hills,+1-310-859-8744,Steakhouses,593
274,1,Matsuhisa,129 N. La Cienega Blvd.,Beverly Hills,+1-310-659-9639,Asian,14.0,Matsuhisa,129 N. La Cienega Blvd.,Beverly Hills,+1-310-659-9639,Seafood,14
275,1,Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steak Houses,72.0,The Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steakhouses,72
276,0,Cafe Ritz-Carlton Buckhead,3434 Peachtree Rd.,Atlanta,+1-404-237-2700,Ext 6108 International,89.0,Georgia Grille,2290 Peachtree Rd.,Atlanta,+1-404-352-3517,Southwestern,81
277,0,California Culinary Academy,625 Polk St.,San Francisco,+1-415-771-3500,French,463.0,La Folie,2316 Polk St.,San Francisco,+1-415-776-5577,French (New),104
278,0,Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steak Houses,72.0,Tre Visi,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7331,Italian,674
279,0,Osteria Al Droge,142 W. 44th St.,New York,+1-212-944-3643,Italian,317.0,Petrossian,182 W. Boulevard,New York City,+1-212-245-2214,Russian,52
280,1,Pano's and Paul's,1232 W. Paces Ferry Rd.,Atlanta,+1-404-261-3662,International,88.0,Pano's & Paul's,1232 W Paces Ferry Rd,Atlanta,+1-404-261-3662,American (New),88
281,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,+1-702-794-8200,Mexican,444.0,Buccaneer Bay Club,3300 Las Vegas Boulevard South,Las Vegas,+1-702-894-7350,Continental,657
282,0,Feast,2411 W. Sahara Ave.,Las Vegas,+1-702-367-2411,Buffet,439.0,Mayflower Cuisinier,4750 W. Sahara Ave.,Las Vegas,+1-702-870-8432,Chinese,663
283,0,Le Chantilly,106 E. 57th St.,New York,+1-212-751-2931,French,285.0,Shun Lee Palace,155 E. 55th St.,New York City,+1-212-371-8844,chinese,60
284,0,Palisades,1829 Peachtree Rd.,Atlanta,+1-404-350-6755,Continental,410.0,Palm The (Atlanta),3391 Peachtree Rd. NE,Atlanta,+1-404-814-1955,Steakhouses,709
285,0,Orso,322 W. 46th St.,New York,+1-212-489-7212,italian,316.0,Virgil's Real BBQ,152 W. 44th St.,New York City,+1-212-921-9494,bbq,66
286,0,Plumpjack Cafe,3201 Fillmore St.,San Francisco,+141556342755,Mediterranean,108.0,Trio Cafe,1870 Fillmore St.,San Francisco,+1-415-563-2248,american,749
287,0,Lespinasse,2 E. 55th St.,New York,+1-212-339-6719,american,43.0,La Cote Basque,60 W. 55th St.,New York,+1-212-688-6525,French (Classic),40
288,0,R.J.'s Uptown Kitchen & Wine Bar,870 N. Highland Ave.,Atlanta,+1-404-875-7775,American,413.0,Uncle Bill's Pancake House,1305 Highland Avenue,Manhattan Beach,+1-310-545-5177,Diner,599
289,0,Helmand,430 Broadway,San Francisco,+14153620641,Greek and Middle Eastern,479.0,Peter Lugers Steak House,178 Broadway,Brooklyn,+1-718-387-7400,steakhouses,637
290,0,Orleans,11705 National Boulevard,Los Angeles,+1-310-479-4187,Cajun,152.0,Indo Cafe,10428 1/2 National Boulevard,Los Angeles,+1-310-815-1290,indonesian,556
291,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,+1-702-794-8200,Mexican,444.0,Em Eril's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7374,seafood,659
292,0,Palio,151 W. 51st St.,New York,+1-212-245-4850,italian,320.0,Le Bernardin,155 W. Boulevard,New York City,+1-212-489-1515,Seafood,41
293,0,The Bacchanal,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7525,Only in Las Vegas,449.0,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,Southwestern,68
294,0,2223,2223 Market St.,San Francisco,+1-415-431-0692,american,453.0,Cafe Flore,2298 Market St.,San Francisco,+14156218579,californian,722
295,0,Betelnut,2030 Union Street,San Francisco,+1-415-929-8855,asian,456.0,Doidge's,2217 Union Street,San Francisco,+1-415-921-2149,american,726
296,0,Manora,3226 Mission St.,San Francisco,+1-415-861-6224,Asian,494.0,Shiro,1505 Mission St. S.,Pasadena,+1-818-799-4774,Pacific New Wave,594
297,0,San Pietro,18 E. 54th St.,New York,+1-212-753-9015,italian,342.0,Oceana,55 E. Boulevard,New York City,+1-212-759-5941,Seafood,50
298,0,Posto,14928 Ventura Boulevard,Sherman Oaks,+1-818-784-4400,italian,156.0,Pinot Bistro,12969 Ventura Boulevard,Studio City,+1-818-990-0500,French Bistro,18
299,1,Philippe's The Original,1001 N. Alameda St.,Los Angeles,+12136283781,American,17.0,Philippe The Original,1001 N. Alameda St.,Chinatown,+1-213-628-3781,Cafeteria,17
300,0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Asian,67.0,Moongate,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7352,Chinese,666
301,0,Masa's,648 Bush St.,San Francisco,+1-415-989-7154,French,106.0,Teresa's,80 Montague St.,Queens,+1-718-520-2910,Polish,647
302,0,Circus Circus,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Buffet,437.0,The Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steakhouses,72
